Calc installment,Synth installment
488.56832053082036,498.8833923339844
221.72526244666776,223.12417602539062
253.28083669924106,122.93540954589844
625.1921422503409,592.3934326171875
295.3304629644639,304.18365478515625
312.97760736114196,255.35708618164062
813.8008644820579,702.39501953125
229.56339848671496,243.47898864746094
306.8094114682229,187.6629638671875
506.894235442162,588.87744140625
83.60431494053344,48.0302734375
291.022883883166,305.6969299316406
104.27321735740554,27.7496337890625
422.84692286222077,256.6787109375
257.2228986294327,261.0661926269531
257.7336374300645,266.38128662109375
217.30306633984844,316.867431640625
241.2703986740681,200.24246215820312
724.5103181673762,533.6497192382812
354.26741837786204,400.2796936035156
238.85013260535322,220.70489501953125
235.85574397492903,250.36636352539062
261.1388010134247,359.830322265625
316.8968895788024,414.62158203125
1502.4542122238358,1142.51318359375
135.08554172567906,351.74652099609375
323.2532329502256,316.5458068847656
73.5300630544216,236.36126708984375
93.03078445803442,-23.58685302734375
168.4489079465561,239.37782287597656
216.42779072863473,219.62167358398438
609.5044387567098,541.944580078125
107.77026534834019,171.29856872558594
295.9091952873565,280.5801086425781
64.28992708348314,76.78480529785156
231.3225089706155,181.6864776611328
82.8957688654773,76.83212280273438
172.94284037773602,239.6064453125
123.74460754144731,128.4161834716797
194.8816644887036,189.6583251953125
147.96786466381926,-743.3038330078125
477.25619074919507,371.700439453125
403.5567880867005,391.57684326171875
323.0391857672632,259.1252746582031
75.6950033874303,62.827239990234375
497.56175676933964,625.197509765625
457.059154768549,350.31640625
381.1092987297649,394.7142028808594
1441.761116040717,408.0828857421875
508.4148050392737,477.2025146484375
291.9224098373768,256.0826721191406
384.71106896337847,217.88449096679688
362.3141293391274,230.92807006835938
461.9693230995916,548.9287719726562
666.1140147254946,548.351806640625
387.8436239065268,440.531005859375
239.84531422874457,149.2108612060547
1132.365916459715,1095.236572265625
44.72662132962819,87.30166625976562
-55.53910737216982,-27.072418212890625
226.38103763115453,283.47625732421875
299.1367691396814,241.1493377685547
332.7926117842031,301.2797546386719
597.3528203663868,911.179931640625
234.69596154963108,211.44924926757812
-5.55941109244214,117.53215026855469
541.0167899597279,381.7286071777344
-21.731838577025368,-24.5426025390625
548.785210481489,451.053466796875
398.7254851990191,358.25701904296875
277.09446685754637,212.2790985107422
723.5544701576538,741.32568359375
353.20421297023097,430.7265625
59.064472509071685,2.52197265625
183.99250075099664,76.86514282226562
86.89790071766818,120.80201721191406
-93.64650364962989,28.279998779296875
508.00873469964193,551.07177734375
646.3473685547287,740.548583984375
269.6659716590431,209.11346435546875
397.8377843921605,308.27032470703125
521.0418625441143,688.96826171875
812.1592342546755,708.27099609375
454.38925459266,501.4212646484375
411.7845306669732,365.70849609375
388.3185385234935,452.563232421875
23.851174981858396,125.32052612304688
645.190953920816,660.7916259765625
270.45512926003084,199.49774169921875
421.71235026373597,389.966796875
178.36186599927368,98.51556396484375
520.9559055891737,469.5974426269531
235.84111364446105,182.1785888671875
286.08544903390936,219.44906616210938
448.9358727214517,387.54791259765625
436.25516496733053,466.56500244140625
369.942216022383,392.23736572265625
369.565806182796,431.89599609375
608.2840963451694,698.946533203125
261.9086608934817,202.77615356445312
494.86165262449686,494.9678955078125
246.32107972442537,225.99484252929688
445.626119433102,470.2537841796875
351.17319878127614,355.61865234375
249.55450480838792,267.80267333984375
632.1112760162796,811.1739501953125
-53.47148426810905,16.326904296875
784.4955972943549,865.8563842773438
-12.40400126982992,52.208221435546875
1009.8153324326116,674.481201171875
302.3323843442193,65.33578491210938
669.9326866742424,497.2412109375
151.62883350145466,190.5231475830078
627.4214750717857,332.92529296875
347.9220336057725,363.7366027832031
843.6556997814251,635.44970703125
185.11845158780912,196.31338500976562
118.03773315937902,73.02459716796875
412.1310117652581,316.47332763671875
350.2255629846581,492.17059326171875
239.21429736652405,255.90560913085938
442.7494825566161,458.77117919921875
294.2038300270696,292.5634765625
222.96031538822913,260.3774719238281
235.89207429759216,172.20480346679688
288.11898840209386,287.05694580078125
126.09969157529358,111.28317260742188
277.2322553994527,244.63766479492188
388.127143743769,318.8954772949219
522.7230877862054,557.3160400390625
183.0233335412569,217.92929077148438
432.7076165123377,310.9016418457031
102.21398022837212,101.27926635742188
68.80104046941048,72.96800231933594
375.0355502989667,435.04461669921875
263.8855514991074,315.1493225097656
1798.8454856510798,1710.040771484375
446.25544969932776,397.7702941894531
444.1825265829868,395.2472229003906
556.3722664410077,342.9825134277344
35.190123174810864,90.33174133300781
-83.92220669782655,-73.26333618164062
174.60448209787577,82.704833984375
730.8234428228527,704.8231201171875
488.364886876533,540.626953125
413.7796138071292,415.996337890625
228.33733211988198,261.5391540527344
363.01870283740243,330.1719970703125
435.0228996868876,337.7879333496094
71.46494112049638,-4.5499267578125
949.9748502575086,713.6025390625
289.57242047146894,85.96931457519531
280.8214206445302,267.18951416015625
172.6794015576765,177.8386688232422
85.04717424712815,109.77375793457031
-47.19207159343327,-34.209320068359375
80.21297729914217,198.40048217773438
334.51348193439446,278.3660583496094
270.9355986329677,212.44882202148438
380.60494927405233,268.64068603515625
390.8555712746546,311.1600646972656
136.99264542178466,-92.77618408203125
131.4382368827438,212.384765625
211.56323608559723,261.96868896484375
791.78145639235,812.078125
375.4481855361812,262.92218017578125
392.1949845826206,417.88018798828125
118.7409571152363,180.06454467773438
454.0129916694531,446.44580078125
772.5514562650718,948.82568359375
253.85398512453799,288.98565673828125
188.03244641240954,177.33836364746094
1087.7346095151072,846.8889770507812
166.8129567841861,215.79391479492188
26.863691402922083,87.3330078125
722.9909198462187,645.387451171875
475.0667881846275,557.7401733398438
293.8091871485138,282.4461975097656
493.67318865600396,393.768310546875
886.3550183274891,933.5679931640625
193.08625840039,163.0228271484375
462.630417515528,448.148193359375
171.19480047307954,148.24009704589844
542.7197089692969,562.63232421875
210.06726341811878,259.76116943359375
328.5994519919845,368.34515380859375
505.05305962070724,503.1115417480469
520.0312705348605,430.7451171875
329.08816990818826,294.739501953125
549.9903143219594,561.482421875
979.3781052113283,1028.420166015625
574.4652488858168,567.6200561523438
229.00690691032796,196.30648803710938
220.14566924214714,298.0255126953125
278.4707726364069,200.88485717773438
1077.9049688854182,863.8783569335938
-24.360183583534372,-6.31085205078125
671.7785679915124,503.92266845703125
63.60710381352416,138.2864532470703
151.23194132930357,-16.5103759765625
256.8502647794003,161.52845764160156
125.68327605067246,200.7168731689453
-5.397365329706872,-45.982452392578125
326.32853226739564,293.11175537109375
286.68758185803944,253.3076171875
100.60647022777746,77.73817443847656
347.71632340993074,531.2695922851562
287.2555018514954,73.91502380371094
334.2856963603645,379.9230041503906
137.53204066362852,-9.233245849609375
304.97806007570847,339.07135009765625
338.21848890764096,290.7281799316406
879.4527119290642,855.8180541992188
9.77962462559019,-6.001007080078125
100.62143356724778,19.59375
321.760564967674,345.2240295410156
696.2464837202559,712.8026123046875
-258.15363285575876,-312.91802978515625
273.3941994965612,189.4187469482422
102.46971823906354,207.01382446289062
998.9277268811954,744.393798828125
236.92666789875648,266.7301330566406
735.4135087031203,802.5977783203125
99.42479273896653,98.57939147949219
302.0743222388172,250.07476806640625
766.7953633084069,619.9839477539062
330.6396316771973,201.0946502685547
243.52721557901154,222.03964233398438
219.07141456093163,208.30838012695312
153.65394747123796,301.7253112792969
212.0526127344475,208.1444854736328
602.4912771132745,519.7369384765625
292.2924762019115,217.29019165039062
393.54374181924413,310.4551696777344
393.1273724191411,242.784912109375
29.488428545231997,132.67767333984375
328.84504369077024,199.49014282226562
70.21998157724862,57.205230712890625
634.9942185685643,237.92762756347656
430.85241726833135,318.4499816894531
99.68032668340916,72.49200439453125
321.38915253779896,299.6434020996094
329.9722767303177,234.16607666015625
492.65419093514754,392.7835693359375
99.01828344379776,91.76397705078125
190.54015798808192,164.37667846679688
294.7703354884829,86.06169128417969
770.8682120048293,630.8436279296875
625.03154109186,188.2938690185547
347.3479798667531,296.464111328125
-53.37599026013507,-108.77597045898438
172.64803066543593,109.78021240234375
434.89903229797045,216.89694213867188
346.0500700878179,267.2757263183594
350.2485837145689,433.888671875
348.68046329346396,407.98626708984375
306.3814956381655,194.91207885742188
689.84839942492,674.0933837890625
210.87753836146436,290.5291748046875
191.1085034938264,194.3259735107422
333.09809301035824,338.09735107421875
1188.381357073721,1267.27099609375
71.41993953877193,90.25909423828125
393.12394473505464,405.2987365722656
1148.951347631254,1028.6429443359375
663.501231777496,553.7747802734375
671.2984249109466,451.6349182128906
867.6427244661031,414.92816162109375
203.42039957227908,101.05766296386719
39.04952832371113,-23.062255859375
719.9404023517886,487.98236083984375
393.6882370820184,323.7945251464844
719.3594771510988,889.7787475585938
471.0366571466083,390.5283508300781
42.248155949523884,90.71762084960938
1092.0508914211048,717.042236328125
262.4428656992223,166.35841369628906
151.1375303077373,112.3907470703125
274.36270262994174,315.74127197265625
-107.33911290734018,-249.627197265625
569.6782180334142,560.4315795898438
464.5718706475149,523.47314453125
431.2162676144848,335.19061279296875
-141.54240841741654,-113.1339111328125
392.1554019295279,373.6715393066406
558.5244421057971,631.9805908203125
760.3794227470321,642.072509765625
165.83358305587797,80.49049377441406
668.4491579103848,807.89404296875
730.4870186959391,575.7024536132812
375.8157456026694,431.7983093261719
499.6557736685348,346.81134033203125
239.6446721322025,217.7283935546875
-86.97317289144809,-58.505279541015625
495.11315338246897,378.988525390625
88.21066873241618,86.04539489746094
537.0327815190316,596.6297607421875
411.65715440962816,373.9456787109375
545.9169994113105,518.8233032226562
289.9747018240504,233.0194091796875
59.43360606071298,120.86991882324219
174.17239353222175,95.98222351074219
132.07687143522247,-93.672119140625
442.36828055729836,440.83087158203125
439.6875719812328,360.29315185546875
129.78408177873465,91.74668884277344
716.2764097729166,733.4609375
53.823766959465715,75.9715576171875
372.05684212266755,338.2237548828125
856.861526679322,777.2713623046875
68.98698067757982,54.541748046875
342.21828194425706,294.12615966796875
123.19273720211383,113.57078552246094
316.1037538124534,284.593017578125
-109.16360856950267,-52.999542236328125
226.42063534823066,265.6668395996094
206.72354238998798,217.94895935058594
491.98775286206006,499.3679504394531
317.5882791118837,242.81353759765625
101.62445934935714,110.656982421875
558.0409102826694,404.8695373535156
457.8471156255335,232.88836669921875
232.42059910674487,278.60211181640625
729.8324865970911,738.9918212890625
187.21012315250172,217.72702026367188
1141.0360353193728,1463.912109375
133.85415806413656,16.592559814453125
509.57320710795113,511.38153076171875
390.87172629985105,371.6545104980469
276.5300917563872,302.2781677246094
68.97978914351926,51.081329345703125
176.60085645992774,136.53396606445312
1462.9791595667919,1336.267822265625
556.6684249555182,428.00506591796875
152.51071050823077,126.52836608886719
142.4143138702919,175.32106018066406
323.9906872803941,385.70849609375
104.284322787815,166.47962951660156
296.59776840390913,251.77511596679688
549.5749754597132,498.24920654296875
226.83379549291547,319.12127685546875
497.50764787144294,545.660400390625
128.38344093052922,143.7334442138672
148.33056875717983,115.22885131835938
55.27981499155013,82.74533081054688
332.67635615761856,276.03302001953125
74.26688485598913,79.47663879394531
516.8469056305305,575.03955078125
155.7615110729031,229.70291137695312
134.32655755452782,117.22883605957031
216.87506179691465,206.28529357910156
752.6804401287726,749.116943359375
223.90707039677386,277.51239013671875
619.2409144439467,567.4599609375
1070.020192724374,1020.370849609375
371.752955264966,396.0773010253906
38.35297622828815,40.076416015625
155.51492893851042,92.66793823242188
410.2661140282124,425.2451171875
150.89953579799825,138.46920776367188
442.95500028887705,415.827880859375
516.5875227083139,434.49114990234375
195.93626921914657,245.66384887695312
388.8689253978077,288.47015380859375
584.3947619536493,645.0647583007812
451.23554932796094,362.24395751953125
201.9391371822875,272.3651123046875
214.96283125747743,138.62535095214844
-58.86533039891684,-24.950531005859375
572.0301415746976,578.8626708984375
39.884954075580744,59.104034423828125
501.15373044367,492.59271240234375
222.21910883000604,195.60183715820312
562.1170096374581,489.2405090332031
512.7368098153988,323.7035827636719
25.99289789023248,28.939117431640625
440.47601560564266,361.3687744140625
601.7852771164396,563.6491088867188
875.6865073156463,902.3931884765625
701.2013711649099,690.38134765625
-196.30573961884744,-152.06210327148438
399.21207545458407,373.0027160644531
388.1743270299801,453.49871826171875
301.6879147908752,288.7415771484375
529.8754698618136,476.55975341796875
373.3680821963288,419.8953857421875
71.72272048524725,152.560302734375
119.00778566939135,103.72209167480469
565.9203437112981,496.94952392578125
282.2687318243178,257.09295654296875
237.72233287598556,269.51397705078125
157.88580711474506,238.302001953125
274.5170834511427,271.8067321777344
274.6307589234858,305.6494445800781
332.33836164411457,298.8470458984375
118.40292867424921,167.03591918945312
317.8095898157393,274.3069152832031
488.2815119394511,451.1389465332031
580.6625396977877,529.650146484375
159.17977224483,191.36712646484375
917.5974827756695,903.3895874023438
222.9007383843926,186.46495056152344
314.5364488780623,293.99664306640625
219.0951478464896,181.0022735595703
793.0127533760016,507.046630859375
1571.097900270954,1273.329833984375
277.2716260384968,509.8720703125
380.2081644530494,147.5340118408203
119.12653376785174,92.16142272949219
676.339446610889,600.409423828125
351.63334163498496,383.6673583984375
971.1852853751278,607.7607421875
123.23012487527171,240.4034423828125
291.69252426069545,229.4468994140625
795.1779075299958,712.1070556640625
203.8995841643355,212.50692749023438
721.0065667363081,677.5087890625
408.54365010484474,325.38641357421875
277.37378470261666,117.62600708007812
296.03316001387316,270.740478515625
188.08824703475878,117.5477294921875
435.5719328484476,474.6900329589844
378.12743283338693,413.19317626953125
1061.4508438894397,846.6913452148438
245.96419463713397,211.160400390625
46.24273648419302,3.72637939453125
-34.92788079097073,21.8226318359375
145.89863362273363,127.71788024902344
161.67274881646188,109.58589172363281
218.35597736183442,194.334716796875
273.8877311330351,300.19036865234375
604.1277827243316,511.3925476074219
375.5795329349842,441.99322509765625
416.6309727204187,435.6802673339844
210.83047293187644,217.6822052001953
236.98289458454724,159.97303771972656
237.88371741575796,195.88818359375
677.5030666721099,729.7363891601562
253.20976992222734,194.07101440429688
273.71320278452384,289.9400939941406
332.4343213820696,281.8607482910156
580.2498475653438,481.7621765136719
19.14191557819813,83.56391906738281
252.29281190187635,213.212890625
493.768795850664,475.15283203125
697.0231567527118,685.1797485351562
-69.37195166991611,46.869964599609375
187.8515660013308,56.052001953125
341.23958758852336,337.18914794921875
467.57363664192195,546.0935668945312
287.13161773742206,308.5233154296875
-52.735153972853226,-27.86309814453125
588.2475741230145,552.8973999023438
494.17624115076836,538.4620971679688
340.9148261317544,355.04461669921875
362.5492079312991,635.857666015625
-75.47391146985491,10.920562744140625
585.6924026856987,452.9306335449219
349.63233019726476,377.2681579589844
143.19758241477112,232.55653381347656
593.2203909633366,491.925537109375
234.00346741107597,247.99380493164062
166.26612178891597,115.78179931640625
-47.01955950724239,5.821533203125
412.9529149113404,378.87738037109375
877.3797003064511,796.061279296875
-41.79127751247883,-9.728759765625
409.28980296770607,357.4114685058594
466.11315317612844,349.97698974609375
664.6310102157344,516.5355224609375
332.86976107210774,248.19818115234375
850.4295521559443,787.9456176757812
482.9855995086867,399.6025695800781
607.8511250207204,679.6995849609375
873.0606785654535,939.0255737304688
287.590116821253,308.429931640625
537.1509628227615,553.024169921875
16.407097494489634,140.988525390625
498.27039875971167,502.70477294921875
342.9000429605215,364.4098205566406
871.2557710211078,799.2937622070312
973.0007204757485,378.49908447265625
154.41308036551794,119.39666748046875
1142.0719458711199,1032.252685546875
340.0828911602531,216.49940490722656
481.88610780644143,311.32061767578125
92.501689600362,198.73025512695312
203.0175917220561,97.40824890136719
113.01206731050137,90.57496643066406
470.2832368910164,366.9096374511719
274.2707397447356,236.3211669921875
371.4667114086426,384.8125
642.71090766105,686.2626953125
910.4552658350474,861.53857421875
308.9815659604144,260.0463562011719
240.73219832142544,259.4254150390625
279.85813209681737,193.33718872070312
106.7917488329698,63.835357666015625
242.1849824674736,133.52296447753906
770.4538966497188,687.4039306640625
806.8397957323632,528.874267578125
263.05665134353876,249.48291015625
418.3136628323993,444.9000244140625
48.32905793277685,21.5556640625
395.6529361454241,331.989501953125
292.97639597866396,220.66867065429688
161.79937841789695,59.6104736328125
-0.7388605945955775,81.11453247070312
478.2421138206906,498.1231384277344
327.06880615396625,354.7638244628906
811.8418101681976,837.7420043945312
655.7506800901726,464.45428466796875
424.66120729711764,356.8224792480469
580.6297196682979,501.77203369140625
2.951420337159296,19.662353515625
332.71886838794353,283.9852600097656
-54.01959721405283,-81.0625
266.138981790209,274.9032897949219
-4.572657415182139,107.26699829101562
102.83675877312677,192.91539001464844
524.7418905487928,504.7890625
424.0508151662525,356.51483154296875
300.4306568228198,206.24253845214844
1017.9132974590133,867.3634643554688
187.16289710118997,188.9593048095703
116.92174994112581,112.80487060546875
1115.0712035797526,651.646484375
378.09346191658346,335.7412414550781
59.89695874903256,30.89215087890625
389.8343800723016,324.6312561035156
166.2604369029319,142.00604248046875
107.44549517139156,108.34770202636719
277.91844115937994,326.70550537109375
594.0871152448722,531.634521484375
945.903816390742,1057.18310546875
-33.15548144396318,39.9315185546875
128.5364515190354,177.33737182617188
386.3277755564051,157.55702209472656
434.3117809989786,493.31793212890625
155.85996456755456,142.33045959472656
297.77918260387355,323.38653564453125
226.53464564288396,237.7056884765625
253.58298387234657,290.1576232910156
464.77473773381695,418.227783203125
258.3043203045402,246.61203002929688
204.24096296179994,206.12496948242188
217.3735977895553,231.38014221191406
438.05248424178006,382.2848205566406
217.41757368823116,169.492431640625
511.43996029182176,458.8333740234375
728.625829844615,569.200927734375
124.28619143825,184.2318572998047
209.13187218584676,190.1526641845703
125.28338265111375,141.4539794921875
411.87374416491963,399.05926513671875
733.693690768629,684.9371337890625
355.45499283319884,342.729736328125
449.37559483469335,453.0713195800781
208.04011543897195,193.2822265625
571.00913371921,678.33544921875
377.43196411027384,419.01318359375
284.5544727229019,221.8887939453125
51.73188220255783,35.903228759765625
240.6168759086028,159.59324645996094
76.40169661855832,83.54559326171875
247.9991980655684,230.91860961914062
389.58751580152,290.395263671875
-139.75428274293213,-115.85153198242188
1022.206563812068,889.3939208984375
332.1829964049391,177.2469024658203
124.25915949349488,-46.667144775390625
439.84387225968726,381.0177307128906
1074.6976247527596,1159.223388671875
902.0592084447186,847.6444091796875
664.2675714711967,683.1080322265625
387.1858081274282,311.28619384765625
275.2725461855958,271.92694091796875
418.4322022069001,377.94061279296875
690.4282453313139,88.34269714355469
762.5356767333366,860.5641479492188
-14.417034463051268,-49.182342529296875
89.92980663743832,101.34664916992188
468.9621821335353,426.9815673828125
774.2470265049011,913.5673828125
38.33817492891237,51.605377197265625
-52.242845384362504,-19.154815673828125
418.6246343246837,416.620849609375
243.05036287855503,102.00735473632812
46.7999638800625,31.18646240234375
404.0510033302627,680.8038330078125
408.9156454341773,352.605224609375
284.75512062130565,269.5581359863281
487.24817089039755,430.9473571777344
419.73636820437787,420.04473876953125
12.850550627226724,131.29791259765625
918.89807871767,1116.16796875
453.7931564651303,359.952392578125
-87.13550060709393,-60.26397705078125
565.9967398340333,496.95196533203125
181.40970159751814,192.1436309814453
709.1351417472953,619.9208984375
752.0780766651502,719.4265747070312
389.3554971778745,168.49966430664062
486.37036228358505,456.89154052734375
-46.206248994360436,-51.314788818359375
126.93517749358882,41.8316650390625
510.05326180504744,431.23486328125
352.96582285293255,490.2384033203125
199.14700848339828,188.94644165039062
197.79542800997604,191.2821044921875
646.2248252103805,542.783935546875
187.63735399648593,212.642822265625
